dataset,query_id,policy,work_budget,dense_depth,sparse_depth,actual_work,dense_work_share,absolute_depth_gap,certified_k_cap100,certified_at_least_100,next_certificate_gap,seen_candidates,returned_ndcg_at10,full_ndcg_at10,ndcg_retention,returned_recall_at100,full_recall_at100,recall_retention
msmarco-passage-trec-dl-2019,156493,candidate,256,96,160,256,0.375,64,25,0,-0.0002261381596326828,189,0.8865613677260855,0.8865613677260855,1.0,0.18796992481203006,0.6466165413533834,0.29069767441860467
msmarco-passage-trec-dl-2019,156493,candidate,512,320,192,512,0.625,128,66,0,-4.5064836740493774e-05,386,0.8865613677260855,0.8865613677260855,1.0,0.48872180451127817,0.6466165413533834,0.7558139534883721
msmarco-passage-trec-dl-2019,156493,candidate,1024,704,320,1024,0.6875,384,88,0,-0.00016165245324373245,761,0.8865613677260855,0.8865613677260855,1.0,0.5939849624060151,0.6466165413533834,0.9186046511627908
msmarco-passage-trec-dl-2019,156493,candidate,2048,1024,1024,2048,0.5,0,100,1,-inf,1371,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,candidate,4096,2048,2048,4096,0.5,0,100,1,-inf,3137,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,candidate,8192,4096,4096,8192,0.5,0,100,1,-inf,7001,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,candidate,10000,5000,5000,10000,0.5,0,100,1,-inf,8726,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,candidate-safe,128,64,64,128,0.5,0,18,0,-0.001752760261297226,91,0.8865613677260855,0.8865613677260855,1.0,0.13533834586466165,0.6466165413533834,0.20930232558139536
msmarco-passage-trec-dl-2019,156493,candidate-safe,256,96,160,256,0.375,64,25,0,-0.0002261381596326828,189,0.8865613677260855,0.8865613677260855,1.0,0.18796992481203006,0.6466165413533834,0.29069767441860467
msmarco-passage-trec-dl-2019,156493,candidate-safe,512,320,192,512,0.625,128,66,0,-4.5064836740493774e-05,386,0.8865613677260855,0.8865613677260855,1.0,0.48872180451127817,0.6466165413533834,0.7558139534883721
msmarco-passage-trec-dl-2019,156493,candidate-safe,1024,704,320,1024,0.6875,384,88,0,-0.00016165245324373245,761,0.8865613677260855,0.8865613677260855,1.0,0.5939849624060151,0.6466165413533834,0.9186046511627908
msmarco-passage-trec-dl-2019,156493,candidate-safe,2048,1024,1024,2048,0.5,0,100,1,-inf,1371,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,candidate-safe,4096,2048,2048,4096,0.5,0,100,1,-inf,3137,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,candidate-safe,8192,4096,4096,8192,0.5,0,100,1,-inf,7001,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,candidate-safe,10000,5000,5000,10000,0.5,0,100,1,-inf,8726,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,pressure,128,64,64,128,0.5,0,18,0,-0.001752760261297226,91,0.8865613677260855,0.8865613677260855,1.0,0.13533834586466165,0.6466165413533834,0.20930232558139536
msmarco-passage-trec-dl-2019,156493,pressure,256,96,160,256,0.375,64,25,0,-0.0002261381596326828,189,0.8865613677260855,0.8865613677260855,1.0,0.18796992481203006,0.6466165413533834,0.29069767441860467
msmarco-passage-trec-dl-2019,156493,pressure,512,320,192,512,0.625,128,66,0,-4.5064836740493774e-05,386,0.8865613677260855,0.8865613677260855,1.0,0.48872180451127817,0.6466165413533834,0.7558139534883721
msmarco-passage-trec-dl-2019,156493,pressure,1024,704,320,1024,0.6875,384,88,0,-0.00016165245324373245,761,0.8865613677260855,0.8865613677260855,1.0,0.5939849624060151,0.6466165413533834,0.9186046511627908
msmarco-passage-trec-dl-2019,156493,pressure,2048,1024,1024,2048,0.5,0,100,1,-inf,1371,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,pressure,4096,2048,2048,4096,0.5,0,100,1,-inf,3137,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,pressure,8192,4096,4096,8192,0.5,0,100,1,-inf,7001,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,pressure,10000,5000,5000,10000,0.5,0,100,1,-inf,8726,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,128,64,64,128,0.5,0,18,0,-0.001752760261297226,91,0.8865613677260855,0.8865613677260855,1.0,0.13533834586466165,0.6466165413533834,0.20930232558139536
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,256,96,160,256,0.375,64,25,0,-0.0002261381596326828,189,0.8865613677260855,0.8865613677260855,1.0,0.18796992481203006,0.6466165413533834,0.29069767441860467
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,512,320,192,512,0.625,128,66,0,-4.5064836740493774e-05,386,0.8865613677260855,0.8865613677260855,1.0,0.48872180451127817,0.6466165413533834,0.7558139534883721
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,1024,704,320,1024,0.6875,384,88,0,-0.00016165245324373245,761,0.8865613677260855,0.8865613677260855,1.0,0.5939849624060151,0.6466165413533834,0.9186046511627908
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,2048,1024,1024,2048,0.5,0,100,1,-inf,1371,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,4096,2048,2048,4096,0.5,0,100,1,-inf,3137,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,8192,4096,4096,8192,0.5,0,100,1,-inf,7001,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,10000,5000,5000,10000,0.5,0,100,1,-inf,8726,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,1110199,balanced,128,64,64,128,0.5,0,3,0,-0.002260623499751091,124,0.2008536749993501,0.4492665775732898,0.44707014727037964,0.08571428571428572,0.5142857142857142,0.16666666666666669
msmarco-passage-trec-dl-2019,1110199,balanced,256,128,128,256,0.5,0,6,0,-0.0038930103182792664,245,0.28387916889131604,0.4492665775732898,0.6318724406891947,0.14285714285714285,0.5142857142857142,0.2777777777777778
msmarco-passage-trec-dl-2019,1110199,balanced,512,256,256,512,0.5,0,7,0,-0.0009804386645555496,480,0.37078383961757416,0.4492665775732898,0.8253091997636691,0.17142857142857143,0.5142857142857142,0.33333333333333337
msmarco-passage-trec-dl-2019,1110199,balanced,1024,512,512,1024,0.5,0,10,0,-0.0002128221094608307,948,0.4492665775732898,0.4492665775732898,1.0,0.2,0.5142857142857142,0.38888888888888895
msmarco-passage-trec-dl-2019,1110199,balanced,2048,1024,1024,2048,0.5,0,15,0,-0.000290941447019577,1757,0.4492665775732898,0.4492665775732898,1.0,0.22857142857142856,0.5142857142857142,0.4444444444444445
msmarco-passage-trec-dl-2019,1110199,balanced,4096,2048,2048,4096,0.5,0,17,0,-0.00025356560945510864,3372,0.4492665775732898,0.4492665775732898,1.0,0.2571428571428571,0.5142857142857142,0.5
msmarco-passage-trec-dl-2019,1110199,balanced,8192,4096,4096,8192,0.5,0,17,0,-1.9798055291175842e-05,6476,0.4492665775732898,0.4492665775732898,1.0,0.2571428571428571,0.5142857142857142,0.5
msmarco-passage-trec-dl-2019,1110199,balanced,10000,5000,5000,10000,0.5,0,19,0,-7.727183401584625e-05,8013,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1110199,blocker,128,64,64,128,0.5,0,3,0,-0.002260623499751091,124,0.2008536749993501,0.4492665775732898,0.44707014727037964,0.08571428571428572,0.5142857142857142,0.16666666666666669
msmarco-passage-trec-dl-2019,1110199,blocker,256,128,128,256,0.5,0,6,0,-0.0038930103182792664,245,0.28387916889131604,0.4492665775732898,0.6318724406891947,0.14285714285714285,0.5142857142857142,0.2777777777777778
msmarco-passage-trec-dl-2019,1110199,blocker,512,240,272,512,0.46875,32,7,0,-0.0008848048746585846,479,0.37078383961757416,0.4492665775732898,0.8253091997636691,0.17142857142857143,0.5142857142857142,0.33333333333333337
msmarco-passage-trec-dl-2019,1110199,blocker,1024,512,512,1024,0.5,0,10,0,-0.0002128221094608307,948,0.4492665775732898,0.4492665775732898,1.0,0.2,0.5142857142857142,0.38888888888888895
msmarco-passage-trec-dl-2019,1110199,blocker,2048,672,1376,2048,0.328125,704,15,0,-6.481260061264038e-05,1798,0.4492665775732898,0.4492665775732898,1.0,0.22857142857142856,0.5142857142857142,0.4444444444444445
msmarco-passage-trec-dl-2019,1110199,blocker,4096,1168,2928,4096,0.28515625,1760,17,0,-0.0001224186271429062,3457,0.4492665775732898,0.4492665775732898,1.0,0.2571428571428571,0.5142857142857142,0.5
msmarco-passage-trec-dl-2019,1110199,blocker,8192,3192,5000,8192,0.3896484375,1808,19,0,-7.727183401584625e-05,6621,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1110199,blocker,10000,5000,5000,10000,0.5,0,19,0,-7.727183401584625e-05,8013,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1110199,candidate,128,32,96,128,0.25,64,3,0,-0.010596340522170067,125,0.2008536749993501,0.4492665775732898,0.44707014727037964,0.08571428571428572,0.5142857142857142,0.16666666666666669
msmarco-passage-trec-dl-2019,1110199,candidate,256,64,192,256,0.25,128,3,0,-0.0019873976707458496,248,0.2008536749993501,0.4492665775732898,0.44707014727037964,0.08571428571428572,0.5142857142857142,0.16666666666666669
msmarco-passage-trec-dl-2019,1110199,candidate,512,240,272,512,0.46875,32,7,0,-0.0008848048746585846,479,0.37078383961757416,0.4492665775732898,0.8253091997636691,0.17142857142857143,0.5142857142857142,0.33333333333333337
msmarco-passage-trec-dl-2019,1110199,candidate,1024,512,512,1024,0.5,0,10,0,-0.0002128221094608307,948,0.4492665775732898,0.4492665775732898,1.0,0.2,0.5142857142857142,0.38888888888888895
msmarco-passage-trec-dl-2019,1110199,candidate,2048,672,1376,2048,0.328125,704,15,0,-6.481260061264038e-05,1798,0.4492665775732898,0.4492665775732898,1.0,0.22857142857142856,0.5142857142857142,0.4444444444444445
msmarco-passage-trec-dl-2019,1110199,candidate,4096,1168,2928,4096,0.28515625,1760,17,0,-0.0001224186271429062,3457,0.4492665775732898,0.4492665775732898,1.0,0.2571428571428571,0.5142857142857142,0.5
msmarco-passage-trec-dl-2019,1110199,candidate,8192,3192,5000,8192,0.3896484375,1808,19,0,-7.727183401584625e-05,6621,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1110199,candidate,10000,5000,5000,10000,0.5,0,19,0,-7.727183401584625e-05,8013,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1110199,candidate-safe,128,32,96,128,0.25,64,3,0,-0.010596340522170067,125,0.2008536749993501,0.4492665775732898,0.44707014727037964,0.08571428571428572,0.5142857142857142,0.16666666666666669
msmarco-passage-trec-dl-2019,1110199,candidate-safe,256,64,192,256,0.25,128,3,0,-0.0019873976707458496,248,0.2008536749993501,0.4492665775732898,0.44707014727037964,0.08571428571428572,0.5142857142857142,0.16666666666666669
msmarco-passage-trec-dl-2019,1110199,candidate-safe,512,240,272,512,0.46875,32,7,0,-0.0008848048746585846,479,0.37078383961757416,0.4492665775732898,0.8253091997636691,0.17142857142857143,0.5142857142857142,0.33333333333333337
msmarco-passage-trec-dl-2019,1110199,candidate-safe,1024,512,512,1024,0.5,0,10,0,-0.0002128221094608307,948,0.4492665775732898,0.4492665775732898,1.0,0.2,0.5142857142857142,0.38888888888888895
msmarco-passage-trec-dl-2019,1110199,candidate-safe,2048,672,1376,2048,0.328125,704,15,0,-6.481260061264038e-05,1798,0.4492665775732898,0.4492665775732898,1.0,0.22857142857142856,0.5142857142857142,0.4444444444444445
msmarco-passage-trec-dl-2019,1110199,candidate-safe,4096,1168,2928,4096,0.28515625,1760,17,0,-0.0001224186271429062,3457,0.4492665775732898,0.4492665775732898,1.0,0.2571428571428571,0.5142857142857142,0.5
msmarco-passage-trec-dl-2019,1110199,candidate-safe,8192,3192,5000,8192,0.3896484375,1808,19,0,-7.727183401584625e-05,6621,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1110199,candidate-safe,10000,5000,5000,10000,0.5,0,19,0,-7.727183401584625e-05,8013,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1110199,pressure,128,64,64,128,0.5,0,3,0,-0.002260623499751091,124,0.2008536749993501,0.4492665775732898,0.44707014727037964,0.08571428571428572,0.5142857142857142,0.16666666666666669
msmarco-passage-trec-dl-2019,1110199,pressure,256,128,128,256,0.5,0,6,0,-0.0038930103182792664,245,0.28387916889131604,0.4492665775732898,0.6318724406891947,0.14285714285714285,0.5142857142857142,0.2777777777777778
msmarco-passage-trec-dl-2019,1110199,pressure,512,256,256,512,0.5,0,7,0,-0.0009804386645555496,480,0.37078383961757416,0.4492665775732898,0.8253091997636691,0.17142857142857143,0.5142857142857142,0.33333333333333337
msmarco-passage-trec-dl-2019,1110199,pressure,1024,512,512,1024,0.5,0,10,0,-0.0002128221094608307,948,0.4492665775732898,0.4492665775732898,1.0,0.2,0.5142857142857142,0.38888888888888895
msmarco-passage-trec-dl-2019,1110199,pressure,2048,672,1376,2048,0.328125,704,15,0,-6.481260061264038e-05,1798,0.4492665775732898,0.4492665775732898,1.0,0.22857142857142856,0.5142857142857142,0.4444444444444445
msmarco-passage-trec-dl-2019,1110199,pressure,4096,1360,2736,4096,0.33203125,1376,17,0,-0.0001368355005979538,3432,0.4492665775732898,0.4492665775732898,1.0,0.2571428571428571,0.5142857142857142,0.5
msmarco-passage-trec-dl-2019,1110199,pressure,8192,3192,5000,8192,0.3896484375,1808,19,0,-7.727183401584625e-05,6621,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1110199,pressure,10000,5000,5000,10000,0.5,0,19,0,-7.727183401584625e-05,8013,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1110199,allocation-grid-oracle,128,64,64,128,0.5,0,3,0,-0.002260623499751091,124,0.2008536749993501,0.4492665775732898,0.44707014727037964,0.08571428571428572,0.5142857142857142,0.16666666666666669
msmarco-passage-trec-dl-2019,1110199,allocation-grid-oracle,256,128,128,256,0.5,0,6,0,-0.0038930103182792664,245,0.28387916889131604,0.4492665775732898,0.6318724406891947,0.14285714285714285,0.5142857142857142,0.2777777777777778
msmarco-passage-trec-dl-2019,1110199,allocation-grid-oracle,512,240,272,512,0.46875,32,7,0,-0.0008848048746585846,479,0.37078383961757416,0.4492665775732898,0.8253091997636691,0.17142857142857143,0.5142857142857142,0.33333333333333337
msmarco-passage-trec-dl-2019,1110199,allocation-grid-oracle,1024,512,512,1024,0.5,0,10,0,-0.0002128221094608307,948,0.4492665775732898,0.4492665775732898,1.0,0.2,0.5142857142857142,0.38888888888888895
msmarco-passage-trec-dl-2019,1110199,allocation-grid-oracle,2048,672,1376,2048,0.328125,704,15,0,-6.481260061264038e-05,1798,0.4492665775732898,0.4492665775732898,1.0,0.22857142857142856,0.5142857142857142,0.4444444444444445
msmarco-passage-trec-dl-2019,1110199,allocation-grid-oracle,4096,1168,2928,4096,0.28515625,1760,17,0,-0.0001224186271429062,3457,0.4492665775732898,0.4492665775732898,1.0,0.2571428571428571,0.5142857142857142,0.5
msmarco-passage-trec-dl-2019,1110199,allocation-grid-oracle,8192,3192,5000,8192,0.3896484375,1808,19,0,-7.727183401584625e-05,6621,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1110199,allocation-grid-oracle,10000,5000,5000,10000,0.5,0,19,0,-7.727183401584625e-05,8013,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1063750,balanced,128,64,64,128,0.5,0,4,0,-0.0004887599498033524,122,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,balanced,256,128,128,256,0.5,0,6,0,-0.0029861684888601303,243,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,balanced,512,256,256,512,0.5,0,6,0,-0.0008242204785346985,488,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,balanced,1024,512,512,1024,0.5,0,8,0,-0.00016274116933345795,984,0.37641213526708334,0.37641213526708334,1.0,0.018115942028985508,0.15579710144927536,0.11627906976744187
msmarco-passage-trec-dl-2019,1063750,balanced,2048,1024,1024,2048,0.5,0,10,0,-0.0002489108592271805,1981,0.37641213526708334,0.37641213526708334,1.0,0.018115942028985508,0.15579710144927536,0.11627906976744187
msmarco-passage-trec-dl-2019,1063750,balanced,4096,2048,2048,4096,0.5,0,16,0,-0.0002008490264415741,3969,0.37641213526708334,0.37641213526708334,1.0,0.03260869565217391,0.15579710144927536,0.20930232558139533
msmarco-passage-trec-dl-2019,1063750,balanced,8192,4096,4096,8192,0.5,0,17,0,-0.00019367411732673645,7949,0.37641213526708334,0.37641213526708334,1.0,0.03260869565217391,0.15579710144927536,0.20930232558139533
msmarco-passage-trec-dl-2019,1063750,balanced,10000,5000,5000,10000,0.5,0,17,0,-0.0001506861299276352,9713,0.37641213526708334,0.37641213526708334,1.0,0.03260869565217391,0.15579710144927536,0.20930232558139533
msmarco-passage-trec-dl-2019,1063750,blocker,128,64,64,128,0.5,0,4,0,-0.0004887599498033524,122,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,blocker,256,144,112,256,0.5625,32,6,0,-0.0026873238384723663,243,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,blocker,512,288,224,512,0.5625,64,6,0,-0.000533226877450943,488,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,blocker,1024,640,384,1024,0.625,256,9,0,-0.0005281157791614532,986,0.37641213526708334,0.37641213526708334,1.0,0.018115942028985508,0.15579710144927536,0.11627906976744187
msmarco-passage-trec-dl-2019,1063750,blocker,2048,1424,624,2048,0.6953125,800,10,0,-2.5704503059387207e-07,1983,0.37641213526708334,0.37641213526708334,1.0,0.018115942028985508,0.15579710144927536,0.11627906976744187
msmarco-passage-trec-dl-2019,1063750,blocker,4096,2016,2080,4096,0.4921875,64,16,0,-0.00019375421106815338,3967,0.37641213526708334,0.37641213526708334,1.0,0.03260869565217391,0.15579710144927536,0.20930232558139533
msmarco-passage-trec-dl-2019,1063750,blocker,8192,3192,5000,8192,0.3896484375,1808,17,0,-0.0001506861299276352,7969,0.37641213526708334,0.37641213526708334,1.0,0.03260869565217391,0.15579710144927536,0.20930232558139533
msmarco-passage-trec-dl-2019,1063750,blocker,10000,5000,5000,10000,0.5,0,17,0,-0.0001506861299276352,9713,0.37641213526708334,0.37641213526708334,1.0,0.03260869565217391,0.15579710144927536,0.20930232558139533
msmarco-passage-trec-dl-2019,1063750,candidate,128,64,64,128,0.5,0,4,0,-0.0004887599498033524,122,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,candidate,256,144,112,256,0.5625,32,6,0,-0.0026873238384723663,243,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,candidate,512,288,224,512,0.5625,64,6,0,-0.000533226877450943,488,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,candidate,1024,640,384,1024,0.625,256,9,0,-0.0005281157791614532,986,0.37641213526708334,0.37641213526708334,1.0,0.018115942028985508,0.15579710144927536,0.11627906976744187
msmarco-passage-trec-dl-2019,1063750,candidate,2048,1424,624,2048,0.6953125,800,10,0,-2.5704503059387207e-07,1983,0.37641213526708334,0.37641213526708334,1.0,0.018115942028985508,0.15579710144927536,0.11627906976744187
msmarco-passage-trec-dl-2019,1063750,candidate,4096,3360,736,4096,0.8203125,2624,14,0,-0.0004626307636499405,3995,0.37641213526708334,0.37641213526708334,1.0,0.028985507246376812,0.15579710144927536,0.18604651162790697
msmarco-passage-trec-dl-2019,1063750,candidate,8192,5000,3192,8192,0.6103515625,1808,16,0,-3.396719694137573e-05,7947,0.37641213526708334,0.37641213526708334,1.0,0.03260869565217391,0.15579710144927536,0.20930232558139533
msmarco-passage-trec-dl-2019,1063750,candidate,10000,5000,5000,10000,0.5,0,17,0,-0.0001506861299276352,9713,0.37641213526708334,0.37641213526708334,1.0,0.03260869565217391,0.15579710144927536,0.20930232558139533
msmarco-passage-trec-dl-2019,1063750,candidate-safe,128,64,64,128,0.5,0,4,0,-0.0004887599498033524,122,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,candidate-safe,256,144,112,256,0.5625,32,6,0,-0.0026873238384723663,243,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,candidate-safe,512,288,224,512,0.5625,64,6,0,-0.000533226877450943,488,0.2885562289271896,0.37641213526708334,0.7665965092290248,0.010869565217391304,0.15579710144927536,0.06976744186046512
msmarco-passage-trec-dl-2019,1063750,candidate-safe,1024,640,384,1024,0.625,256,9,0,-0.0005281157791614532,986,0.37641213526708334,0.37641213526708334,1.0,0.018115942028985508,0.15579710144927536,0.11627906976744187
msmarco-passage-trec-dl-2019,1063750,candidate-safe,2048,1424,624,2048,0.6953125,800,10,0,-2.5704503059387207e-07,1983,0.37641213526708334,0.37641213526708334,1.0,0.018115942028985508,0.15579710144927536,0.11627906976744187
msmarco-passage-trec-dl-2019,1063750,candidate-safe,4096,3360,736,4096,0.8203125,2624,14,0,-0.0004626307636499405,3995,0.37641213526708334,0.37641213526708334,1.0,0.028985507246376812,0.15579710144927536,0.18604651162790697
msmarco-passage-trec-dl-2019,1063750,candidate-safe,8192,5000,3192,8192,0.6103515625,1808,16,0,-3.396719694137573e-05,7947,0.37641213526708334,0.37641213526708334,1.0,0.03260869565217391,0.15579710144927536,0.20930232558139533
